,experiment,n,objective,runtime
615,15.0,35.0,211.0,18.565989017486572
616,16.0,35.0,211.0,18.558714151382446
617,17.0,35.0,211.0,18.511120080947876
618,18.0,35.0,211.0,18.616091012954712
619,19.0,35.0,211.0,18.581835985183716
620,0.0,36.0,228.0,20.733384132385254
621,1.0,36.0,228.0,20.765480041503906
622,2.0,36.0,228.0,20.791476011276245
623,3.0,36.0,228.0,20.808439016342163
624,4.0,36.0,228.0,20.72458291053772
625,5.0,36.0,228.0,20.730178117752075
626,6.0,36.0,228.0,20.671353101730347
627,7.0,36.0,228.0,20.62116312980652
628,8.0,36.0,228.0,20.59512209892273
629,9.0,36.0,228.0,20.65677809715271
630,10.0,36.0,228.0,20.614028930664062
631,11.0,36.0,228.0,20.702898025512695
632,12.0,36.0,228.0,20.5775089263916
633,13.0,36.0,228.0,20.702509880065918
634,14.0,36.0,228.0,20.655577182769775
635,15.0,36.0,228.0,20.644150018692017
636,16.0,36.0,228.0,20.60639500617981
637,17.0,36.0,228.0,20.598479986190796
638,18.0,36.0,228.0,20.662251949310303
639,19.0,36.0,228.0,20.735656023025513
640,0.0,37.0,242.0,23.371771097183228
641,1.0,37.0,242.0,23.3632869720459
642,2.0,37.0,242.0,23.33529305458069
643,3.0,37.0,242.0,23.199798822402954
644,4.0,37.0,242.0,23.116766929626465
645,5.0,37.0,242.0,23.14900302886963
646,6.0,37.0,242.0,23.272881031036377
647,7.0,37.0,242.0,23.46156120300293
648,8.0,37.0,242.0,23.431204080581665
649,9.0,37.0,242.0,23.492681980133057
650,10.0,37.0,242.0,23.39284610748291
651,11.0,37.0,242.0,23.42337393760681
652,12.0,37.0,242.0,23.45296001434326
653,13.0,37.0,242.0,23.349894046783447
654,14.0,37.0,242.0,23.283591985702515
655,15.0,37.0,242.0,23.27944016456604
656,16.0,37.0,242.0,23.26872420310974
657,17.0,37.0,242.0,23.321290969848633
658,18.0,37.0,242.0,23.306406021118164
659,19.0,37.0,242.0,23.289232969284058
660,0.0,38.0,252.0,27.192332983016968
661,1.0,38.0,252.0,27.243451833724976
662,2.0,38.0,252.0,27.249027013778687
663,3.0,38.0,252.0,27.27884292602539
664,4.0,38.0,252.0,27.168199062347412
665,5.0,38.0,252.0,27.16299319267273
666,6.0,38.0,252.0,27.2381649017334
667,7.0,38.0,252.0,27.231702089309692
668,8.0,38.0,252.0,27.1055588722229
669,9.0,38.0,252.0,27.12003493309021
670,10.0,38.0,252.0,27.16438913345337
671,11.0,38.0,252.0,27.11136507987976
672,12.0,38.0,252.0,27.024132013320923
673,13.0,38.0,252.0,27.06494116783142
674,14.0,38.0,252.0,27.093812942504883
675,15.0,38.0,252.0,26.69703507423401
676,16.0,38.0,252.0,26.741873025894165
677,17.0,38.0,252.0,26.805842876434326
678,18.0,38.0,252.0,26.70257592201233
679,19.0,38.0,252.0,26.7226300239563
680,0.0,39.0,252.0,30.849740982055664
681,1.0,39.0,252.0,30.897133827209473
682,2.0,39.0,252.0,31.02038311958313
683,3.0,39.0,252.0,30.91235589981079
684,4.0,39.0,252.0,30.941922903060913
685,5.0,39.0,252.0,30.975794076919556
686,6.0,39.0,252.0,30.957865953445435
687,7.0,39.0,252.0,31.471925020217896
688,8.0,39.0,252.0,31.60367202758789
689,9.0,39.0,252.0,31.66429114341736
690,10.0,39.0,252.0,31.627575159072876
691,11.0,39.0,252.0,31.337129831314087
692,12.0,39.0,252.0,31.817074060440063
693,13.0,39.0,252.0,31.902714014053345
694,14.0,39.0,252.0,31.869737148284912
695,15.0,39.0,252.0,31.909571170806885
696,16.0,39.0,252.0,31.96884298324585
697,17.0,39.0,252.0,31.73004984855652
698,18.0,39.0,252.0,31.770017862319946
699,19.0,39.0,252.0,31.74621605873108
700,0.0,40.0,274.0,36.966464042663574
701,1.0,40.0,274.0,37.046000957489014
702,2.0,40.0,274.0,36.96521997451782
703,3.0,40.0,274.0,36.98053598403931
704,4.0,40.0,274.0,37.04211401939392
705,5.0,40.0,274.0,36.95836305618286
706,6.0,40.0,274.0,36.59963917732239
707,7.0,40.0,274.0,36.588561058044434
708,8.0,40.0,274.0,36.606849908828735
709,9.0,40.0,274.0,36.52724504470825
710,10.0,40.0,274.0,36.652684926986694
711,11.0,40.0,274.0,36.54372501373291
712,12.0,40.0,274.0,36.66360878944397
713,13.0,40.0,274.0,36.62528204917908
714,14.0,40.0,274.0,36.45278191566467
715,15.0,40.0,274.0,36.34280014038086
716,16.0,40.0,274.0,36.39778804779053
717,17.0,40.0,274.0,36.36063003540039
718,18.0,40.0,274.0,36.35347294807434
719,19.0,40.0,274.0,36.059179067611694
720,0.0,41.0,274.0,43.19162321090698
721,1.0,41.0,274.0,43.15498089790344
722,2.0,41.0,274.0,43.21334099769592
723,3.0,41.0,274.0,43.105772972106934
724,4.0,41.0,274.0,43.14259600639343
725,5.0,41.0,274.0,43.254820108413696
726,6.0,41.0,274.0,42.95370578765869
727,7.0,41.0,274.0,42.95095896720886
728,8.0,41.0,274.0,43.04982805252075
729,9.0,41.0,274.0,43.12388801574707
730,10.0,41.0,274.0,43.01557111740112
731,11.0,41.0,274.0,43.058197021484375
732,12.0,41.0,274.0,43.25098204612732
733,13.0,41.0,274.0,43.27184987068176
734,14.0,41.0,274.0,43.39833307266235
735,15.0,41.0,274.0,43.34241008758545
736,16.0,41.0,274.0,43.026652097702026
737,17.0,41.0,274.0,43.08335089683533
738,18.0,41.0,274.0,43.072962045669556
739,19.0,41.0,274.0,42.94015192985535
740,0.0,42.0,287.0,43.99010109901428
741,1.0,42.0,287.0,44.167335987091064
742,2.0,42.0,287.0,44.17200207710266
743,3.0,42.0,287.0,43.934998989105225
744,4.0,42.0,287.0,44.2281379699707
745,5.0,42.0,287.0,44.25237202644348
746,6.0,42.0,287.0,44.30968999862671
747,7.0,42.0,287.0,44.37020301818848
748,8.0,42.0,287.0,44.20261096954346
749,9.0,42.0,287.0,44.336698055267334
750,10.0,42.0,287.0,44.42355990409851
751,11.0,42.0,287.0,44.375893115997314
752,12.0,42.0,287.0,44.301400899887085
753,13.0,42.0,287.0,44.2066490650177
754,14.0,42.0,287.0,44.19774603843689
755,15.0,42.0,287.0,44.323225021362305
756,16.0,42.0,287.0,44.37528109550476
757,17.0,42.0,287.0,44.10681414604187
758,18.0,42.0,287.0,44.0008819103241
759,19.0,42.0,287.0,44.05365204811096
760,0.0,43.0,314.0,54.47273278236389
761,1.0,43.0,314.0,54.31647086143494
762,2.0,43.0,314.0,54.211045026779175
763,3.0,43.0,314.0,54.83867788314819
764,4.0,43.0,314.0,54.94524788856506
765,5.0,43.0,314.0,55.0341899394989
766,6.0,43.0,314.0,54.83356499671936
767,7.0,43.0,314.0,54.91918182373047
768,8.0,43.0,314.0,54.96568298339844
769,9.0,43.0,314.0,54.896831035614014
770,10.0,43.0,314.0,54.98074388504028
771,11.0,43.0,314.0,54.648350954055786
772,12.0,43.0,314.0,54.3627450466156
773,13.0,43.0,314.0,54.281079053878784
774,14.0,43.0,314.0,54.19340515136719
775,15.0,43.0,314.0,54.24668097496033
776,16.0,43.0,314.0,54.22313404083252
777,17.0,43.0,314.0,54.19476318359375
778,18.0,43.0,314.0,54.34216785430908
779,19.0,43.0,314.0,54.38182997703552
780,0.0,44.0,336.0,61.43452000617981
781,1.0,44.0,336.0,61.99031400680542
782,2.0,44.0,336.0,62.202816009521484
783,3.0,44.0,336.0,62.19980597496033
784,4.0,44.0,336.0,62.16973090171814
785,5.0,44.0,336.0,62.20246195793152
786,6.0,44.0,336.0,61.43903207778931
787,7.0,44.0,336.0,61.285727977752686
788,8.0,44.0,336.0,61.31968593597412
789,9.0,44.0,336.0,61.196882009506226
790,10.0,44.0,336.0,61.315733909606934
791,11.0,44.0,336.0,61.7481050491333
792,12.0,44.0,336.0,61.82909893989563
793,13.0,44.0,336.0,61.4500629901886
794,14.0,44.0,336.0,61.42913484573364
795,15.0,44.0,336.0,61.45266580581665
796,16.0,44.0,336.0,61.54211688041687
797,17.0,44.0,336.0,61.296351194381714
798,18.0,44.0,336.0,61.602144956588745
799,19.0,44.0,336.0,61.455984115600586
800,0.0,45.0,336.0,69.25189590454102
801,1.0,45.0,336.0,69.36764001846313
802,2.0,45.0,336.0,69.46226096153259
803,3.0,45.0,336.0,69.49435210227966
804,4.0,45.0,336.0,69.27374410629272
805,5.0,45.0,336.0,69.49951004981995
806,6.0,45.0,336.0,69.38531708717346
807,7.0,45.0,336.0,70.14921402931213
808,8.0,45.0,336.0,70.32846713066101
809,9.0,45.0,336.0,70.2967541217804
810,10.0,45.0,336.0,70.07802700996399
811,11.0,45.0,336.0,70.01884889602661
812,12.0,45.0,336.0,70.10269904136658
813,13.0,45.0,336.0,70.08377385139465
814,14.0,45.0,336.0,70.20820689201355
815,15.0,45.0,336.0,70.16643214225769
816,16.0,45.0,336.0,70.06592392921448
817,17.0,45.0,336.0,70.0491988658905
818,18.0,45.0,336.0,70.07926321029663
819,19.0,45.0,336.0,70.05383801460266
820,0.0,46.0,350.0,39.327208042144775
821,1.0,46.0,350.0,39.14473509788513
822,2.0,46.0,350.0,38.884222984313965
823,3.0,46.0,350.0,39.25318503379822
824,4.0,46.0,350.0,39.7444281578064
825,5.0,46.0,350.0,39.68399906158447
826,6.0,46.0,350.0,39.12291598320007
827,7.0,46.0,350.0,39.063395977020264
828,8.0,46.0,350.0,38.867265939712524
829,9.0,46.0,350.0,39.021637201309204
830,10.0,46.0,350.0,38.628443002700806
831,11.0,46.0,350.0,38.7920241355896
832,12.0,46.0,350.0,38.65656089782715
833,13.0,46.0,350.0,38.857173919677734
834,14.0,46.0,350.0,38.51863384246826
835,15.0,46.0,350.0,38.94030404090881
836,16.0,46.0,350.0,39.222939014434814
837,17.0,46.0,350.0,39.48449182510376
838,18.0,46.0,350.0,39.14485311508179
839,19.0,46.0,350.0,39.43721413612366
840,0.0,47.0,383.0,43.33578705787659
841,1.0,47.0,383.0,42.685667991638184
842,2.0,47.0,383.0,42.91590690612793
843,3.0,47.0,383.0,42.8213050365448
844,4.0,47.0,383.0,43.275285959243774
845,5.0,47.0,383.0,43.41061806678772
846,6.0,47.0,383.0,43.271334171295166
847,7.0,47.0,383.0,43.294475078582764
848,8.0,47.0,383.0,43.24912691116333
849,9.0,47.0,383.0,43.302603006362915
850,10.0,47.0,383.0,43.26783585548401
851,11.0,47.0,383.0,43.38945293426514
852,12.0,47.0,383.0,43.18084216117859
853,13.0,47.0,383.0,43.545992851257324
854,14.0,47.0,383.0,43.34183406829834
855,15.0,47.0,383.0,43.31032085418701
856,16.0,47.0,383.0,42.85204195976257
857,17.0,47.0,383.0,43.34100103378296
858,18.0,47.0,383.0,43.23595094680786
859,19.0,47.0,383.0,43.18537092208862
860,0.0,48.0,401.0,48.246031045913696
861,1.0,48.0,401.0,48.16814398765564
862,2.0,48.0,401.0,48.265931129455566
863,3.0,48.0,401.0,47.98541617393494
864,4.0,48.0,401.0,48.157334089279175
865,5.0,48.0,401.0,48.203408002853394
866,6.0,48.0,401.0,48.2575249671936
867,7.0,48.0,401.0,48.45518922805786
868,8.0,48.0,401.0,48.309797048568726
869,9.0,48.0,401.0,48.363988161087036
870,10.0,48.0,401.0,48.382904052734375
871,11.0,48.0,401.0,48.04814887046814
872,12.0,48.0,401.0,47.96760082244873
873,13.0,48.0,401.0,47.88156485557556
874,14.0,48.0,401.0,48.12388896942139
875,15.0,48.0,401.0,48.992087841033936
876,16.0,48.0,401.0,48.992356061935425
877,17.0,48.0,401.0,49.005722999572754
878,18.0,48.0,401.0,49.0252890586853
879,19.0,48.0,401.0,49.0731840133667
880,0.0,49.0,416.0,53.81867694854736
881,1.0,49.0,416.0,53.349122047424316
882,2.0,49.0,416.0,54.02430319786072
883,3.0,49.0,416.0,53.996363162994385
884,4.0,49.0,416.0,53.964258909225464
885,5.0,49.0,416.0,52.814135789871216
886,6.0,49.0,416.0,52.3868567943573
887,7.0,49.0,416.0,52.581568002700806
888,8.0,49.0,416.0,52.57328391075134
889,9.0,49.0,416.0,52.667534828186035
890,10.0,49.0,416.0,52.593910932540894
891,11.0,49.0,416.0,52.546719789505005
892,12.0,49.0,416.0,52.46274280548096
893,13.0,49.0,416.0,52.53002309799194
894,14.0,49.0,416.0,52.54220199584961
895,15.0,49.0,416.0,52.672674894332886
896,16.0,49.0,416.0,52.666561126708984
897,17.0,49.0,416.0,52.68798899650574
898,18.0,49.0,416.0,52.55559587478638
899,19.0,49.0,416.0,52.634970903396606
900,0.0,50.0,428.0,57.71726703643799
901,1.0,50.0,428.0,57.734368085861206
902,2.0,50.0,428.0,57.764479875564575
903,3.0,50.0,428.0,57.83140301704407
904,4.0,50.0,428.0,57.87767696380615
905,5.0,50.0,428.0,57.825029134750366
906,6.0,50.0,428.0,57.64497399330139
907,7.0,50.0,428.0,57.77014899253845
908,8.0,50.0,428.0,57.59343981742859
909,9.0,50.0,428.0,57.72240591049194
910,10.0,50.0,428.0,58.12958002090454
911,11.0,50.0,428.0,58.210721015930176
912,12.0,50.0,428.0,57.97823905944824
913,13.0,50.0,428.0,58.1194109916687
914,14.0,50.0,428.0,58.04705500602722
915,15.0,50.0,428.0,57.98290205001831
916,16.0,50.0,428.0,58.058058977127075
917,17.0,50.0,428.0,58.07045292854309
918,18.0,50.0,428.0,58.01182508468628
919,19.0,50.0,428.0,57.42048406600952
920,0.0,51.0,429.0,63.28416395187378
921,1.0,51.0,429.0,63.13073706626892
922,2.0,51.0,429.0,63.232820987701416
923,3.0,51.0,429.0,63.08868598937988
924,4.0,51.0,429.0,63.18940210342407
925,5.0,51.0,429.0,63.187081813812256
926,6.0,51.0,429.0,63.2464120388031
927,7.0,51.0,429.0,63.18932318687439
928,8.0,51.0,429.0,63.21788501739502
929,9.0,51.0,429.0,62.386045932769775
930,10.0,51.0,429.0,62.43345594406128
931,11.0,51.0,429.0,62.43104910850525
932,12.0,51.0,429.0,63.018126010894775
933,13.0,51.0,429.0,63.087727069854736
934,14.0,51.0,429.0,63.20598387718201
935,15.0,51.0,429.0,63.339475870132446
936,16.0,51.0,429.0,64.12558221817017
937,17.0,51.0,429.0,64.22026109695435
938,18.0,51.0,429.0,64.0007541179657
939,19.0,51.0,429.0,64.18679189682007
940,0.0,52.0,429.0,70.48015093803406
941,1.0,52.0,429.0,71.08070802688599
942,2.0,52.0,429.0,70.43020582199097
943,3.0,52.0,429.0,70.46562719345093
944,4.0,52.0,429.0,68.77364611625671
945,5.0,52.0,429.0,68.7235689163208
946,6.0,52.0,429.0,68.74961113929749
947,7.0,52.0,429.0,69.6181252002716
948,8.0,52.0,429.0,69.64909982681274
949,9.0,52.0,429.0,69.73787689208984
950,10.0,52.0,429.0,69.58393287658691
951,11.0,52.0,429.0,69.03037190437317
952,12.0,52.0,429.0,69.10487103462219
953,13.0,52.0,429.0,68.979984998703
954,14.0,52.0,429.0,69.47111511230469
955,15.0,52.0,429.0,69.38251399993896
956,16.0,52.0,429.0,69.3632321357727
957,17.0,52.0,429.0,69.42930698394775
958,18.0,52.0,429.0,70.13176107406616
959,19.0,52.0,429.0,70.60523796081543
960,0.0,53.0,461.0,76.8698079586029
961,1.0,53.0,461.0,76.8504900932312
962,2.0,53.0,461.0,76.82488799095154
963,3.0,53.0,461.0,76.70739316940308
964,4.0,53.0,461.0,77.02349495887756
965,5.0,53.0,461.0,77.04491114616394
966,6.0,53.0,461.0,76.69789791107178
967,7.0,53.0,461.0,76.56152677536011
968,8.0,53.0,461.0,76.11077904701233
969,9.0,53.0,461.0,75.38074898719788
970,10.0,53.0,461.0,75.51171088218689
971,11.0,53.0,461.0,75.30877494812012
972,12.0,53.0,461.0,75.37578392028809
973,13.0,53.0,461.0,75.31683397293091
974,14.0,53.0,461.0,75.37450814247131
975,15.0,53.0,461.0,75.48503303527832
976,16.0,53.0,461.0,77.0729341506958
977,17.0,53.0,461.0,77.1502890586853
978,18.0,53.0,461.0,77.03833103179932
979,19.0,53.0,461.0,76.24530506134033
980,0.0,54.0,475.0,82.25855493545532
981,1.0,54.0,475.0,82.14476609230042
982,2.0,54.0,475.0,82.274001121521
983,3.0,54.0,475.0,83.41215395927429
984,4.0,54.0,475.0,83.19572401046753
985,5.0,54.0,475.0,83.2027199268341
986,6.0,54.0,475.0,82.88569712638855
987,7.0,54.0,475.0,82.94078421592712
988,8.0,54.0,475.0,82.73566603660583
989,9.0,54.0,475.0,82.91800618171692
990,10.0,54.0,475.0,83.0345070362091
991,11.0,54.0,475.0,83.1520779132843
992,12.0,54.0,475.0,83.18934798240662
993,13.0,54.0,475.0,83.0859432220459
994,14.0,54.0,475.0,83.09905791282654
995,15.0,54.0,475.0,82.980642080307
996,16.0,54.0,475.0,83.12281703948975
997,17.0,54.0,475.0,83.03204798698425
998,18.0,54.0,475.0,83.06308603286743
999,19.0,54.0,475.0,83.17894506454468
1000,0.0,55.0,476.0,89.714772939682
1001,1.0,55.0,476.0,89.81964612007141
1002,2.0,55.0,476.0,89.85714101791382
1003,3.0,55.0,476.0,91.31495189666748
1004,4.0,55.0,476.0,91.21222615242004
1005,5.0,55.0,476.0,89.53087496757507
1006,6.0,55.0,476.0,89.42907905578613
1007,7.0,55.0,476.0,89.55383205413818
1008,8.0,55.0,476.0,89.73498296737671
1009,9.0,55.0,476.0,89.68006110191345
1010,10.0,55.0,476.0,88.96664905548096
1011,11.0,55.0,476.0,90.3758180141449
1012,12.0,55.0,476.0,90.30323100090027
1013,13.0,55.0,476.0,90.32934284210205
1014,14.0,55.0,476.0,90.39701414108276
1015,15.0,55.0,476.0,89.64095497131348
1016,16.0,55.0,476.0,89.66990900039673
1017,17.0,55.0,476.0,90.58015203475952
1018,18.0,55.0,476.0,90.53685092926025
1019,19.0,55.0,476.0,90.63061904907227
1020,0.0,56.0,498.0,97.04581189155579
1021,1.0,56.0,498.0,96.80750894546509
1022,2.0,56.0,498.0,96.8508141040802
1023,3.0,56.0,498.0,97.04316711425781
1024,4.0,56.0,498.0,96.94046998023987
1025,5.0,56.0,498.0,97.01813220977783
1026,6.0,56.0,498.0,96.57367086410522
1027,7.0,56.0,498.0,96.2688090801239
1028,8.0,56.0,498.0,96.33587598800659
1029,9.0,56.0,498.0,96.3817949295044
1030,10.0,56.0,498.0,97.19538402557373
1031,11.0,56.0,498.0,97.35343718528748
1032,12.0,56.0,498.0,97.27021193504333
1033,13.0,56.0,498.0,97.2340350151062
1034,14.0,56.0,498.0,97.19580793380737
1035,15.0,56.0,498.0,96.56133198738098
1036,16.0,56.0,498.0,96.5001699924469
1037,17.0,56.0,498.0,96.60637593269348
1038,18.0,56.0,498.0,97.9227249622345
1039,19.0,56.0,498.0,97.28480100631714
1040,0.0,57.0,504.0,105.01888513565063
1041,1.0,57.0,504.0,105.11927390098572
1042,2.0,57.0,504.0,105.35679817199707
1043,3.0,57.0,504.0,105.57346892356873
1044,4.0,57.0,504.0,104.96052312850952
1045,5.0,57.0,504.0,104.6678900718689
1046,6.0,57.0,504.0,104.73011684417725
1047,7.0,57.0,504.0,105.50697088241577
1048,8.0,57.0,504.0,105.30853199958801
1049,9.0,57.0,504.0,104.61271810531616
1050,10.0,57.0,504.0,104.30884099006653
1051,11.0,57.0,504.0,104.64551186561584
1052,12.0,57.0,504.0,104.55048298835754
1053,13.0,57.0,504.0,107.17446088790894
1054,14.0,57.0,504.0,105.28931617736816
1055,15.0,57.0,504.0,105.27643704414368
1056,16.0,57.0,504.0,104.35709309577942
1057,17.0,57.0,504.0,104.20472002029419
1058,18.0,57.0,504.0,104.49470901489258
1059,19.0,57.0,504.0,104.42827296257019
1060,0.0,58.0,523.0,113.39749789237976
1061,1.0,58.0,523.0,113.4145290851593
1062,2.0,58.0,523.0,114.84469819068909
1063,3.0,58.0,523.0,115.34951186180115
1064,4.0,58.0,523.0,113.91835594177246
1065,5.0,58.0,523.0,115.97680401802063
1066,6.0,58.0,523.0,116.2755229473114
1067,7.0,58.0,523.0,116.35870599746704
1068,8.0,58.0,523.0,113.97560691833496
1069,9.0,58.0,523.0,113.9134259223938
1070,10.0,58.0,523.0,114.08686304092407
1071,11.0,58.0,523.0,115.06577587127686
1072,12.0,58.0,523.0,113.67840194702148
1073,13.0,58.0,523.0,113.74992418289185
1074,14.0,58.0,523.0,113.58031702041626
1075,15.0,58.0,523.0,113.56417298316956
1076,16.0,58.0,523.0,113.66174983978271
1077,17.0,58.0,523.0,113.69967079162598
1078,18.0,58.0,523.0,113.5834469795227
1079,19.0,58.0,523.0,113.84487414360046
1080,0.0,59.0,553.0,123.12378096580505
1081,1.0,59.0,553.0,122.7055389881134
1082,2.0,59.0,553.0,122.87354111671448
1083,3.0,59.0,553.0,122.82082414627075
1084,4.0,59.0,553.0,122.59667205810547
1085,5.0,59.0,553.0,123.2202639579773
1086,6.0,59.0,553.0,123.68702101707458
1087,7.0,59.0,553.0,123.39957404136658
1088,8.0,59.0,553.0,123.36348295211792
1089,9.0,59.0,553.0,123.66893911361694
1090,10.0,59.0,553.0,123.69638895988464
1091,11.0,59.0,553.0,123.04088807106018
1092,12.0,59.0,553.0,123.2308201789856
1093,13.0,59.0,553.0,123.50180101394653
1094,14.0,59.0,553.0,123.46648287773132
1095,15.0,59.0,553.0,123.24530911445618
1096,16.0,59.0,553.0,123.26469898223877
1097,17.0,59.0,553.0,123.4277081489563
1098,18.0,59.0,553.0,122.8983302116394
1099,19.0,59.0,553.0,122.9743390083313
1100,0.0,60.0,583.0,133.7272810935974
1101,1.0,60.0,583.0,134.0249969959259
1102,2.0,60.0,583.0,134.08058309555054
1103,3.0,60.0,583.0,133.90458416938782
1104,4.0,60.0,583.0,133.91692209243774
1105,5.0,60.0,583.0,132.12635397911072
1106,6.0,60.0,583.0,132.21450304985046
1107,7.0,60.0,583.0,132.18844294548035
1108,8.0,60.0,583.0,132.2176330089569
1109,9.0,60.0,583.0,134.81084895133972
1110,10.0,60.0,583.0,132.1422839164734
1111,11.0,60.0,583.0,134.3520050048828
1112,12.0,60.0,583.0,133.62840390205383
1113,13.0,60.0,583.0,133.29299402236938
1114,14.0,60.0,583.0,133.5095419883728
1115,15.0,60.0,583.0,132.36425280570984
